0,000000	-3,955714	0,029456	3,955824
0,008000	-4,015957	0,021460	4,016015
0,016000	-3,975551	0,052650	3,975900
0,024000	-3,949671	0,100808	3,950958
0,032000	-3,929529	0,075844	3,930261
0,040000	-3,971828	0,061012	3,972296
0,048000	-3,986355	0,061439	3,986828
0,056000	-3,962367	0,096169	3,963534
0,064000	-3,973476	0,050086	3,973791
0,072000	-4,028714	0,013159	4,028736
0,080000	-4,005886	0,033484	4,006026
0,088000	-4,023709	0,040687	4,023915
0,096000	-3,975429	0,030799	3,975548
0,104000	-4,000759	0,067604	4,001330
0,112000	-4,010037	0,045753	4,010298
0,120000	-4,009671	0,030799	4,009789
0,128000	-3,969386	0,072975	3,970057
0,136000	-3,995693	0,063820	3,996203
0,144000	-4,016507	0,037574	4,016683
0,152000	-4,013089	0,077919	4,013845
0,160000	-4,007412	0,099404	4,008645
0,168000	-4,046720	0,077858	4,047469
0,176000	-4,003506	0,102395	4,004815
0,184000	-3,978420	0,095925	3,979576
0,192000	-4,035428	0,084572	4,036314
0,200000	-4,010342	0,062355	4,010827
0,208000	-4,013455	0,075356	4,014162
0,216000	-4,054228	0,053016	4,054574
0,224000	-4,070647	0,065773	4,071178
0,232000	-4,026578	0,044715	4,026826
0,240000	-4,050810	0,034095	4,050953
0,248000	-4,056608	0,085183	4,057502
0,256000	-4,047086	0,048438	4,047376
0,264000	-4,091888	0,034522	4,092033
0,272000	-4,069060	0,030249	4,069172
0,280000	-4,064116	0,067421	4,064675
0,288000	-4,108245	0,035071	4,108395
0,296000	-4,132782	0,092324	4,133813
0,304000	-4,104339	0,064186	4,104841
0,312000	-4,084746	0,087014	4,085673
0,320000	-4,064604	0,055641	4,064985
0,328000	-4,068938	0,065162	4,069459
0,336000	-4,138337	0,061073	4,138787
0,344000	-4,104095	0,090188	4,105086
0,352000	-4,086333	0,044166	4,086572
0,360000	-4,088714	0,092751	4,089765
0,368000	-4,103790	0,065773	4,104317
0,376000	-4,075591	0,111612	4,077119
0,384000	-4,116974	0,107827	4,118386
0,392000	-4,118561	0,107156	4,119954
0,400000	-4,109649	0,120523	4,111416
0,408000	-4,054289	0,127725	4,056300
0,416000	-4,119354	0,122537	4,121176
0,424000	-4,081694	0,141886	4,084160
0,432000	-4,075713	0,073341	4,076373
0,440000	-4,102752	0,102700	4,104037
0,448000	-4,072966	0,111123	4,074482
0,456000	-4,085235	0,120767	4,087019
0,464000	-4,052397	0,135416	4,054659
0,472000	-4,052336	0,118875	4,054079
0,480000	-4,082183	0,096841	4,083331
0,488000	-4,047392	0,139383	4,049791
0,496000	-4,065703	0,144083	4,068255
0,504000	-4,062163	0,162639	4,065417
0,512000	-4,111053	0,130899	4,113137
0,520000	-4,102874	0,108743	4,104315
0,528000	-4,141694	0,107156	4,143080
0,536000	-4,145539	0,140238	4,147910
0,544000	-4,114410	0,083168	4,115251
0,552000	-4,137970	0,121561	4,139756
0,560000	-4,100494	0,151225	4,103281
0,568000	-4,134064	0,128458	4,136059
0,576000	-4,154512	0,141642	4,156925
0,584000	-4,161592	0,111978	4,163098
0,592000	-4,140412	0,108560	4,141835
0,600000	-4,146516	0,126199	4,148436
0,608000	-4,156404	0,119302	4,158115
0,616000	-4,160615	0,087380	4,161533
0,624000	-4,138337	0,110696	4,139817
0,632000	-4,145905	0,090676	4,146897
0,640000	-4,143952	0,101540	4,145196
0,648000	-4,139985	0,143595	4,142474
0,656000	-4,165254	0,133646	4,167398
0,664000	-4,146394	0,185955	4,150561
0,672000	-4,130036	0,144755	4,132572
0,680000	-4,138947	0,179790	4,142850
0,688000	-4,174898	0,142130	4,177317
0,696000	-4,136750	0,150492	4,139486
0,704000	-4,123505	0,148234	4,126168
0,712000	-4,190218	0,158427	4,193212
0,720000	-4,181978	0,166118	4,185276
0,728000	-4,139130	0,150614	4,141870
0,736000	-4,160066	0,110086	4,161522
0,744000	-4,156037	0,136454	4,158277
0,752000	-4,165864	0,149882	4,168560
0,760000	-4,126373	0,175762	4,130115
0,768000	-4,177339	0,194927	4,181885
