Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,720	128351,208	4,0	8,0	60,0	20,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	133704,242	4,0	8,0	78,0	38,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	133416,551	4,0	8,0	101,0	61,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	131500,136	4,0	8,0	132,0	92,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	128049,881	4,0	8,0	171,0	131,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	125777,029	4,0	8,0	223,0	183,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	124561,396	4,0	8,0	290,0	250,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	121664,387	4,0	8,0	376,0	336,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	118630,266	4,0	8,0	489,0	449,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	111563,225	4,0	8,0	636,0	596,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	104324,867	4,0	8,0	827,0	787,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	96497,270	4,0	8,0	1075,0	1035,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	85277,160	4,0	8,0	1398,0	1358,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	72288,979	4,0	8,0	1817,0	1777,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	58763,225	4,0	8,0	2362,0	2322,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	44887,414	4,0	8,0	3071,0	3031,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	29671,331	4,0	8,0	3992,0	3952,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	16355,547	4,0	8,0	5190,0	5150,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	9020,046	4,0	8,0	6747,0	6707,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	1538,622	4,0	8,0	8772,0	8732,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	433,729	4,0	8,0	11403,0	11363,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	934,674	4,0	8,0	14824,0	14784,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	347,651	4,0	8,0	19271,0	19231,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,720	852,835	4,0	8,0	25052,0	25012,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
