Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,600	282328,625	4,0	8,0	60,0	20,0	2000,0	200,0	1,0	0,0	37,0	53,0	10,3
30,550	178998,439	4,0	8,0	60,0	20,0	2000,0	200,0	1,0	0,0	37,0	53,0	10,3
30,500	27933,323	4,0	8,0	60,0	20,0	2000,0	200,0	1,0	0,0	37,0	53,0	10,3
30,450	2338,639	4,0	8,0	60,0	20,0	2000,0	200,0	1,0	0,0	37,0	53,0	10,3
30,650	204252,106	4,0	8,0	60,0	20,0	2000,0	200,0	1,0	0,0	37,0	53,0	10,3
30,700	106898,975	4,0	8,0	60,0	20,0	2000,0	200,0	1,0	0,0	37,0	53,0	10,3
30,750	37294,450	4,0	8,0	60,0	20,0	2000,0	200,0	1,0	0,0	37,0	53,0	10,3
30,800	6335,710	4,0	8,0	60,0	20,0	2000,0	200,0	1,0	0,0	37,0	53,0	10,3
30,850	827,704	4,0	8,0	60,0	20,0	2000,0	200,0	1,0	0,0	37,0	53,0	10,3
30,900	884,648	4,0	8,0	60,0	20,0	2000,0	200,0	1,0	0,0	37,0	53,0	10,3
30,400	358,122	4,0	8,0	60,0	20,0	2000,0	200,0	1,0	0,0	37,0	53,0	10,3
30,350	425,845	4,0	8,0	60,0	20,0	2000,0	200,0	1,0	0,0	37,0	53,0	10,3
