Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,728	266957,628	4,0	8,0	60,0	20,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	295300,054	4,0	8,0	84,0	44,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	302408,999	4,0	8,0	118,0	78,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	274195,725	4,0	8,0	165,0	125,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	272604,373	4,0	8,0	230,0	190,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	267946,331	4,0	8,0	323,0	283,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	253559,364	4,0	8,0	452,0	412,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	243174,026	4,0	8,0	632,0	592,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	219108,904	4,0	8,0	885,0	845,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	199611,439	4,0	8,0	1240,0	1200,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	162531,027	4,0	8,0	1736,0	1696,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	122435,583	4,0	8,0	2430,0	2390,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	83193,303	4,0	8,0	3402,0	3362,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	49881,365	4,0	8,0	4762,0	4722,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	28248,285	4,0	8,0	6667,0	6627,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	3204,707	4,0	8,0	9334,0	9294,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	2461,428	4,0	8,0	13068,0	13028,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	2568,313	4,0	8,0	18295,0	18255,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	1434,349	4,0	8,0	25613,0	25573,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,728	5715,077	4,0	8,0	35858,0	35818,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
