Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,650	68147,141	4,0	8,0	60,0	20,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	68760,622	4,0	8,0	78,0	38,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	67867,226	4,0	8,0	101,0	61,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	66242,141	4,0	8,0	132,0	92,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	65700,069	4,0	8,0	171,0	131,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	65099,000	4,0	8,0	223,0	183,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	63286,750	4,0	8,0	290,0	250,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	61790,741	4,0	8,0	376,0	336,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	59718,577	4,0	8,0	489,0	449,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	56750,280	4,0	8,0	636,0	596,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	53083,263	4,0	8,0	827,0	787,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	48174,178	4,0	8,0	1075,0	1035,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	42119,458	4,0	8,0	1398,0	1358,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	35412,585	4,0	8,0	1817,0	1777,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	28256,604	4,0	8,0	2362,0	2322,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	21133,720	4,0	8,0	3071,0	3031,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	13761,853	4,0	8,0	3992,0	3952,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	7936,910	4,0	8,0	5190,0	5150,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	3307,627	4,0	8,0	6747,0	6707,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	1113,213	4,0	8,0	8772,0	8732,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	1171,855	4,0	8,0	11403,0	11363,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	956,383	4,0	8,0	14824,0	14784,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	1179,498	4,0	8,0	19271,0	19231,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
30,650	1206,408	4,0	8,0	25052,0	25012,0	1000,0	50,0	1,0	0,0	36,0	55,0	10,3
