Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,580	78767,389	4,0	8,0	200,0	160,0	3000,0	60,0	1,0	0,0	37,0	53,0	10,3
30,630	63074,062	4,0	8,0	200,0	160,0	3000,0	60,0	1,0	0,0	37,0	53,0	10,3
30,680	35949,820	4,0	8,0	200,0	160,0	3000,0	60,0	1,0	0,0	37,0	53,0	10,3
30,730	15701,289	4,0	8,0	200,0	160,0	3000,0	60,0	1,0	0,0	37,0	53,0	10,3
30,780	4378,705	4,0	8,0	200,0	160,0	3000,0	60,0	1,0	0,0	37,0	53,0	10,3
30,830	808,104	4,0	8,0	200,0	160,0	3000,0	60,0	1,0	0,0	37,0	53,0	10,3
30,880	1000,694	4,0	8,0	200,0	160,0	3000,0	60,0	1,0	0,0	37,0	53,0	10,3
30,530	56408,559	4,0	8,0	200,0	160,0	3000,0	60,0	1,0	0,0	37,0	53,0	10,3
30,480	12242,740	4,0	8,0	200,0	160,0	3000,0	60,0	1,0	0,0	37,0	53,0	10,3
30,430	227,272	4,0	8,0	200,0	160,0	3000,0	60,0	1,0	0,0	37,0	53,0	10,3
30,380	865,986	4,0	8,0	200,0	160,0	3000,0	60,0	1,0	0,0	37,0	53,0	10,3
30,330	287,553	4,0	8,0	200,0	160,0	3000,0	60,0	1,0	0,0	37,0	53,0	10,3
