Frequency	Real part	Imaginary part
30,030000	-52,192366	111,194412
30,030100	-46,849534	115,147385
30,030200	-41,245908	118,714737
30,030300	-35,424283	121,876552
30,030400	-29,428930	124,619289
30,030500	-23,304543	126,935841
30,030600	-17,095212	128,825420
30,030700	-10,843433	130,293271
30,030800	-4,589180	131,350237
30,030900	1,630915	132,012169
30,031000	7,784276	132,299222
30,031100	13,842958	132,235039
30,031200	19,784073	131,845863
30,031300	25,590058	131,159593
30,031400	31,248775	130,204818
30,031500	36,753443	129,009851
30,031600	42,102413	127,601802
30,031700	47,298781	126,005699
30,031800	52,349865	124,243706
30,031900	57,266553	122,334430
30,032000	62,062545	120,292371
30,032100	66,753514	118,127500
30,032200	71,356211	115,844993
30,032300	75,887531	113,445128
30,032400	80,363589	110,923340
30,032500	84,798803	108,270438
30,032600	89,205042	105,472976
30,032700	93,590839	102,513764
30,032800	97,960708	99,372513
30,032900	102,314574	96,026587
30,033000	106,647342	92,451838
30,033100	110,948613	88,623517
30,033200	115,202549	84,517213
30,033300	119,387910	80,109816
30,033400	123,478239	75,380451
30,033500	127,442214	70,311389
30,033600	131,244132	64,888879
30,033700	134,844542	59,103897
30,033800	138,200983	52,952787
30,033900	141,268823	46,437772
30,034000	144,002175	39,567326
30,034100	146,354862	32,356396
30,034200	148,281404	24,826463
30,034300	149,738007	17,005452
30,034400	150,683530	8,927481
30,034500	151,080389	0,632464
30,034600	150,895398	-7,834426
30,034700	150,100507	-16,423414
30,034800	148,673432	-25,080884
30,034900	146,598149	-33,750230
30,035000	143,865256	-42,372766
30,035100	140,472184	-50,888669
30,035200	136,423256	-59,237947
30,035300	131,729604	-67,361387
30,035400	126,408933	-75,201470
30,035500	120,485158	-82,703229
30,035600	113,987913	-89,815031
30,035700	106,951958	-96,489257
30,035800	99,416495	-102,682880
30,035900	91,424419	-108,357905
30,036000	83,021517	-113,481699
30,036100	74,255656	-118,027166
30,036200	65,175963	-121,972802
30,036300	55,832028	-125,302611
30,036400	46,273154	-128,005902
30,036500	36,547673	-130,076973
30,036600	26,702337	-131,514697
30,036700	16,781809	-132,322030
30,036800	6,828258	-132,505451
30,036900	-3,118930	-132,074371
30,037000	-13,023327	-131,040508
30,037100	-22,851521	-129,417280
30,037200	-32,573052	-127,219205
30,037300	-42,160255	-124,461355
30,037400	-51,587999	-121,158863
30,037500	-60,833344	-117,326506
30,037600	-69,875142	-112,978385
30,037700	-78,693579	-108,127696
30,037800	-87,269700	-102,786604
30,037900	-95,584926	-96,966238
30,038000	-103,620577	-90,676775
30,038100	-111,357442	-83,927639
30,038200	-118,775393	-76,727790
30,038300	-125,853073	-69,086090
30,038400	-132,567670	-61,011739
30,038500	-138,894785	-52,514768
30,038600	-144,808407	-43,606546
30,038700	-150,281000	-34,300316
30,038800	-155,283702	-24,611707
30,038900	-159,786630	-14,559219
30,039000	-163,759294	-4,164656
30,039100	-167,171096	6,546515
30,039200	-169,991919	17,544892
30,039300	-172,192770	28,796971
30,039400	-173,746475	40,265096
30,039500	-174,628392	51,907529
30,039600	-174,817128	63,678652
30,039700	-174,295234	75,529300
30,039800	-173,049856	87,407214
30,039900	-171,073317	99,257616
30,040000	-168,363612	111,023894
30,040100	-164,924796	122,648372
30,040200	-160,767247	134,073158
30,040300	-155,907797	145,241048
30,040400	-150,369713	156,096453
30,040500	-144,182524	166,586333
30,040600	-137,381707	176,661117
30,040700	-130,008208	186,275564
30,040800	-122,107836	195,389563
30,040900	-113,730517	203,968836
30,041000	-104,929437	211,985517
30,041100	-95,760094	219,418599
