Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,726	276505,800	4,0	8,0	60,0	20,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	276552,840	4,0	8,0	78,0	38,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	275833,727	4,0	8,0	101,0	61,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	272052,492	4,0	8,0	132,0	92,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	263819,124	4,0	8,0	171,0	131,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	259045,277	4,0	8,0	223,0	183,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	257604,323	4,0	8,0	290,0	250,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	250892,358	4,0	8,0	376,0	336,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	244563,042	4,0	8,0	489,0	449,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	226608,601	4,0	8,0	636,0	596,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	210840,144	4,0	8,0	827,0	787,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	190271,319	4,0	8,0	1075,0	1035,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	167295,299	4,0	8,0	1398,0	1358,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	140933,614	4,0	8,0	1817,0	1777,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	112437,385	4,0	8,0	2362,0	2322,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	80967,461	4,0	8,0	3071,0	3031,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	54271,966	4,0	8,0	3992,0	3952,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	34656,470	4,0	8,0	5190,0	5150,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	13099,596	4,0	8,0	6747,0	6707,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	7502,962	4,0	8,0	8772,0	8732,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	6167,105	4,0	8,0	11403,0	11363,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	1900,936	4,0	8,0	14824,0	14784,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	1643,444	4,0	8,0	19271,0	19231,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	1369,769	4,0	8,0	25052,0	25012,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
30,726	1518,346	4,0	8,0	32568,0	32528,0	1000,0	200,0	1,0	0,0	20,0	80,0	10,3
