Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,600	40517,713	4,0	8,0	60,0	20,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	42474,764	4,0	8,0	78,0	38,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	41484,144	4,0	8,0	101,0	61,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	39798,896	4,0	8,0	132,0	92,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	39650,215	4,0	8,0	171,0	131,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	39437,264	4,0	8,0	223,0	183,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	38060,727	4,0	8,0	290,0	250,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	36870,311	4,0	8,0	376,0	336,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	35301,822	4,0	8,0	489,0	449,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	32846,023	4,0	8,0	636,0	596,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	29940,122	4,0	8,0	827,0	787,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	26059,461	4,0	8,0	1075,0	1035,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	22029,124	4,0	8,0	1398,0	1358,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	17845,624	4,0	8,0	1817,0	1777,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	13258,004	4,0	8,0	2362,0	2322,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	8756,177	4,0	8,0	3071,0	3031,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	5085,306	4,0	8,0	3992,0	3952,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	2406,755	4,0	8,0	5190,0	5150,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	1425,120	4,0	8,0	6747,0	6707,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	507,262	4,0	8,0	8772,0	8732,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	378,704	4,0	8,0	11403,0	11363,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	244,820	4,0	8,0	14824,0	14784,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	453,647	4,0	8,0	19271,0	19231,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	222,797	4,0	8,0	25052,0	25012,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
