Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,700	95310,600	4,0	8,0	60,0	20,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	94909,252	4,0	8,0	78,0	38,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	94338,250	4,0	8,0	101,0	61,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	92583,405	4,0	8,0	132,0	92,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	91585,585	4,0	8,0	171,0	131,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	90606,366	4,0	8,0	223,0	183,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	88467,353	4,0	8,0	290,0	250,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	86379,721	4,0	8,0	376,0	336,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	82610,479	4,0	8,0	489,0	449,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	79451,822	4,0	8,0	636,0	596,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	74438,744	4,0	8,0	827,0	787,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	69277,201	4,0	8,0	1075,0	1035,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	61243,078	4,0	8,0	1398,0	1358,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	52784,610	4,0	8,0	1817,0	1777,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	43071,819	4,0	8,0	2362,0	2322,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	32296,012	4,0	8,0	3071,0	3031,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	21619,752	4,0	8,0	3992,0	3952,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	13049,736	4,0	8,0	5190,0	5150,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	6185,732	4,0	8,0	6747,0	6707,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	3992,429	4,0	8,0	8772,0	8732,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	2599,529	4,0	8,0	11403,0	11363,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	2767,141	4,0	8,0	14824,0	14784,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	3015,466	4,0	8,0	19271,0	19231,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	3716,557	4,0	8,0	25052,0	25012,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	2332,089	4,0	8,0	32568,0	32528,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
