Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,682	50343,715	4,0	8,0	60,0	20,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	51130,964	4,0	8,0	78,0	38,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	51078,847	4,0	8,0	101,0	61,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	50342,611	4,0	8,0	132,0	92,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	49308,458	4,0	8,0	171,0	131,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	49238,187	4,0	8,0	223,0	183,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	48197,328	4,0	8,0	290,0	250,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	46728,126	4,0	8,0	376,0	336,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	45213,002	4,0	8,0	489,0	449,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	43333,958	4,0	8,0	636,0	596,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	41055,377	4,0	8,0	827,0	787,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	37028,958	4,0	8,0	1075,0	1035,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	33187,658	4,0	8,0	1398,0	1358,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	28027,283	4,0	8,0	1817,0	1777,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	22992,436	4,0	8,0	2362,0	2322,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	16703,051	4,0	8,0	3071,0	3031,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	10941,323	4,0	8,0	3992,0	3952,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	6574,949	4,0	8,0	5190,0	5150,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	2583,862	4,0	8,0	6747,0	6707,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	1404,962	4,0	8,0	8772,0	8732,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	790,761	4,0	8,0	11403,0	11363,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	837,521	4,0	8,0	14824,0	14784,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	879,602	4,0	8,0	19271,0	19231,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	668,537	4,0	8,0	25052,0	25012,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
30,682	1007,058	4,0	8,0	32568,0	32528,0	1200,0	30,0	1,0	0,0	34,0	57,0	10,3
