Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,725	144193,247	4,0	8,0	60,0	20,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	144889,289	4,0	8,0	78,0	38,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	144462,394	4,0	8,0	101,0	61,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	138657,590	4,0	8,0	132,0	92,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	137486,069	4,0	8,0	171,0	131,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	133718,427	4,0	8,0	223,0	183,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	131045,494	4,0	8,0	290,0	250,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	128090,129	4,0	8,0	376,0	336,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	124390,917	4,0	8,0	489,0	449,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	115535,970	4,0	8,0	636,0	596,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	107557,777	4,0	8,0	827,0	787,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	98405,154	4,0	8,0	1075,0	1035,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	85160,799	4,0	8,0	1398,0	1358,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	73586,362	4,0	8,0	1817,0	1777,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	54527,416	4,0	8,0	2362,0	2322,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	40303,040	4,0	8,0	3071,0	3031,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	28045,914	4,0	8,0	3992,0	3952,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	13244,096	4,0	8,0	5190,0	5150,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	5521,895	4,0	8,0	6747,0	6707,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	2302,714	4,0	8,0	8772,0	8732,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	2065,277	4,0	8,0	11403,0	11363,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	631,386	4,0	8,0	14824,0	14784,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	974,841	4,0	8,0	19271,0	19231,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	934,692	4,0	8,0	25052,0	25012,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	1514,303	4,0	8,0	32568,0	32528,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	543,129	4,0	8,0	42338,0	42298,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
30,725	235,117	4,0	8,0	55040,0	55000,0	2000,0	60,0	1,0	0,0	20,0	80,0	10,3
