Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,580	27154,604	4,0	8,0	60,0	20,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	28358,461	4,0	8,0	84,0	44,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	26809,154	4,0	8,0	118,0	78,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	26145,047	4,0	8,0	165,0	125,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	26415,427	4,0	8,0	230,0	190,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	25671,366	4,0	8,0	323,0	283,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	24456,441	4,0	8,0	452,0	412,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	22354,554	4,0	8,0	632,0	592,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	18352,405	4,0	8,0	885,0	845,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	12023,697	4,0	8,0	1240,0	1200,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	5273,207	4,0	8,0	1736,0	1696,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	1184,038	4,0	8,0	2430,0	2390,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	311,242	4,0	8,0	3402,0	3362,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	273,368	4,0	8,0	4762,0	4722,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	391,491	4,0	8,0	6667,0	6627,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	443,878	4,0	8,0	9334,0	9294,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	450,570	4,0	8,0	13068,0	13028,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	332,774	4,0	8,0	18295,0	18255,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	309,014	4,0	8,0	25613,0	25573,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
