Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,580	27015,387	4,0	8,0	60,0	20,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	28161,699	4,0	8,0	84,0	44,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	26686,258	4,0	8,0	118,0	78,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	26074,933	4,0	8,0	165,0	125,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	26356,951	4,0	8,0	230,0	190,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	25629,439	4,0	8,0	323,0	283,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	24418,874	4,0	8,0	452,0	412,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	22293,000	4,0	8,0	632,0	592,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	18323,770	4,0	8,0	885,0	845,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	12001,982	4,0	8,0	1240,0	1200,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	5240,482	4,0	8,0	1736,0	1696,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	1066,132	4,0	8,0	2430,0	2390,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	44,090	4,0	8,0	3402,0	3362,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	55,578	4,0	8,0	4762,0	4722,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	229,000	4,0	8,0	6667,0	6627,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	232,764	4,0	8,0	9334,0	9294,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	264,055	4,0	8,0	13068,0	13028,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	206,464	4,0	8,0	18295,0	18255,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
30,580	100,083	4,0	8,0	25613,0	25573,0	10000,0	20,0	1,0	0,0	37,0	53,0	11,0
