Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,728	316172,183	4,0	8,0	60,0	20,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	389981,923	4,0	8,0	84,0	44,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	394523,049	4,0	8,0	118,0	78,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	376199,716	4,0	8,0	165,0	125,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	351598,276	4,0	8,0	230,0	190,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	352436,706	4,0	8,0	323,0	283,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	331399,608	4,0	8,0	452,0	412,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	325413,150	4,0	8,0	632,0	592,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	296134,878	4,0	8,0	885,0	845,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	253044,342	4,0	8,0	1240,0	1200,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	217620,800	4,0	8,0	1736,0	1696,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	164121,839	4,0	8,0	2430,0	2390,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	108286,013	4,0	8,0	3402,0	3362,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	67147,475	4,0	8,0	4762,0	4722,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	28381,847	4,0	8,0	6667,0	6627,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	5275,550	4,0	8,0	9334,0	9294,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	6237,667	4,0	8,0	13068,0	13028,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	11577,428	4,0	8,0	18295,0	18255,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	1241,850	4,0	8,0	25613,0	25573,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
30,728	7510,323	4,0	8,0	35858,0	35818,0	1000,0	500,0	1,0	0,0	20,0	100,0	11,0
