Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,625	53691,789	4,0	8,0	60,0	20,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	54721,421	4,0	8,0	78,0	38,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	53372,752	4,0	8,0	101,0	61,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	52078,809	4,0	8,0	132,0	92,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	51361,888	4,0	8,0	171,0	131,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	51393,955	4,0	8,0	223,0	183,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	49628,344	4,0	8,0	290,0	250,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	47815,511	4,0	8,0	376,0	336,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	46096,168	4,0	8,0	489,0	449,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	44031,110	4,0	8,0	636,0	596,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	40627,193	4,0	8,0	827,0	787,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	35960,925	4,0	8,0	1075,0	1035,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	31300,362	4,0	8,0	1398,0	1358,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	26282,114	4,0	8,0	1817,0	1777,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	19870,702	4,0	8,0	2362,0	2322,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	14557,032	4,0	8,0	3071,0	3031,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	8760,875	4,0	8,0	3992,0	3952,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	5471,532	4,0	8,0	5190,0	5150,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	2112,556	4,0	8,0	6747,0	6707,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	1225,979	4,0	8,0	8772,0	8732,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	1005,694	4,0	8,0	11403,0	11363,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	942,639	4,0	8,0	14824,0	14784,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	1162,654	4,0	8,0	19271,0	19231,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	898,814	4,0	8,0	25052,0	25012,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
30,625	905,206	4,0	8,0	32568,0	32528,0	2000,0	40,0	1,0	0,0	36,0	55,0	10,3
