Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,700	92433,932	4,0	8,0	60,0	20,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	92797,376	4,0	8,0	78,0	38,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	91085,880	4,0	8,0	101,0	61,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	90312,120	4,0	8,0	132,0	92,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	88836,425	4,0	8,0	171,0	131,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	88751,640	4,0	8,0	223,0	183,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	85154,503	4,0	8,0	290,0	250,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	83520,282	4,0	8,0	376,0	336,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	79197,053	4,0	8,0	489,0	449,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	76943,166	4,0	8,0	636,0	596,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	72268,451	4,0	8,0	827,0	787,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	67210,110	4,0	8,0	1075,0	1035,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	58288,597	4,0	8,0	1398,0	1358,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	50092,838	4,0	8,0	1817,0	1777,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	41231,531	4,0	8,0	2362,0	2322,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	30510,918	4,0	8,0	3071,0	3031,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	20782,697	4,0	8,0	3992,0	3952,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	11827,527	4,0	8,0	5190,0	5150,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	4069,535	4,0	8,0	6747,0	6707,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	2337,380	4,0	8,0	8772,0	8732,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	1161,640	4,0	8,0	11403,0	11363,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	1836,093	4,0	8,0	14824,0	14784,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	450,485	4,0	8,0	19271,0	19231,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	3018,202	4,0	8,0	25052,0	25012,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
30,700	507,071	4,0	8,0	32568,0	32528,0	2000,0	40,0	1,0	0,0	20,0	80,0	10,3
