Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,580	51196,128	4,0	8,0	60,0	20,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	50559,258	4,0	8,0	84,0	44,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	47354,734	4,0	8,0	118,0	78,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	45518,765	4,0	8,0	165,0	125,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	44911,689	4,0	8,0	230,0	190,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	42013,776	4,0	8,0	323,0	283,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	38278,799	4,0	8,0	452,0	412,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	32061,708	4,0	8,0	632,0	592,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	24222,584	4,0	8,0	885,0	845,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	15313,205	4,0	8,0	1240,0	1200,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	7361,523	4,0	8,0	1736,0	1696,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	2622,233	4,0	8,0	2430,0	2390,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	753,651	4,0	8,0	3402,0	3362,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	489,050	4,0	8,0	4762,0	4722,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	554,670	4,0	8,0	6667,0	6627,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	510,435	4,0	8,0	9334,0	9294,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
30,580	457,782	4,0	8,0	13068,0	13028,0	3000,0	50,0	1,0	0,0	37,0	53,0	11,0
