Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,600	40552,870	4,0	8,0	60,0	20,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	42595,210	4,0	8,0	78,0	38,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	41599,084	4,0	8,0	101,0	61,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	39845,319	4,0	8,0	132,0	92,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	39715,289	4,0	8,0	171,0	131,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	39502,010	4,0	8,0	223,0	183,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	38162,236	4,0	8,0	290,0	250,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	36913,597	4,0	8,0	376,0	336,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	35372,160	4,0	8,0	489,0	449,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	32915,092	4,0	8,0	636,0	596,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	29985,108	4,0	8,0	827,0	787,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	26100,211	4,0	8,0	1075,0	1035,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	22106,231	4,0	8,0	1398,0	1358,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	17902,267	4,0	8,0	1817,0	1777,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	13270,456	4,0	8,0	2362,0	2322,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	8863,813	4,0	8,0	3071,0	3031,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	5151,861	4,0	8,0	3992,0	3952,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	2573,067	4,0	8,0	5190,0	5150,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	1590,021	4,0	8,0	6747,0	6707,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	627,525	4,0	8,0	8772,0	8732,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	777,969	4,0	8,0	11403,0	11363,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	585,387	4,0	8,0	14824,0	14784,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	828,363	4,0	8,0	19271,0	19231,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
30,600	489,040	4,0	8,0	25052,0	25012,0	2000,0	30,0	1,0	0,0	37,0	53,0	10,3
