Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,725	202983,449	4,0	8,0	60,0	20,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	199906,609	4,0	8,0	78,0	38,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	201489,392	4,0	8,0	101,0	61,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	198219,744	4,0	8,0	132,0	92,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	193189,074	4,0	8,0	171,0	131,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	190574,032	4,0	8,0	223,0	183,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	191106,572	4,0	8,0	290,0	250,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	183266,834	4,0	8,0	376,0	336,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	178010,259	4,0	8,0	489,0	449,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	167966,205	4,0	8,0	636,0	596,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	154548,540	4,0	8,0	827,0	787,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	142563,819	4,0	8,0	1075,0	1035,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	126607,615	4,0	8,0	1398,0	1358,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	107338,089	4,0	8,0	1817,0	1777,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	83090,858	4,0	8,0	2362,0	2322,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	63446,718	4,0	8,0	3071,0	3031,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	40949,630	4,0	8,0	3992,0	3952,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	24342,529	4,0	8,0	5190,0	5150,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	12576,160	4,0	8,0	6747,0	6707,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	6864,968	4,0	8,0	8772,0	8732,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	5019,715	4,0	8,0	11403,0	11363,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	5045,029	4,0	8,0	14824,0	14784,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	4810,548	4,0	8,0	19271,0	19231,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	5327,654	4,0	8,0	25052,0	25012,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	5312,006	4,0	8,0	32568,0	32528,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
