Frequency	Real part	Imaginary part
30,050000	60,651102	80,859049
30,050100	50,347654	81,064326
30,050200	39,942136	82,442570
30,050300	29,591985	85,024379
30,050400	19,459912	88,817439
30,050500	9,710476	93,805804
30,050600	0,506581	99,949697
30,050700	-7,994031	107,185836
30,050800	-15,642204	115,428267
30,050900	-22,300647	124,569704
30,051000	-27,846987	134,483341
30,051100	-32,176523	145,025085
30,051200	-35,204641	156,036187
30,051300	-36,868811	167,346189
30,051400	-37,130150	178,776138
30,051500	-35,974489	190,142001
30,051600	-33,412954	201,258190
30,051700	-29,482016	211,941147
30,051800	-24,243041	222,012888
30,051900	-17,781325	231,304452
30,052000	-10,204653	239,659173
30,052100	-1,641410	246,935707
30,052200	7,761721	253,010760
30,052300	17,842417	257,781446
30,052400	28,425674	261,167256
30,052500	39,327001	263,111571
30,052600	50,355796	263,582712
30,052700	61,318806	262,574500
30,052800	72,023634	260,106323
30,052900	82,282190	256,222715
30,053000	91,914040	250,992453
30,053100	100,749573	244,507215
30,053200	108,632933	236,879802
30,053300	115,424651	228,242001
30,053400	121,003944	218,742109
30,053500	125,270623	208,542183
30,053600	128,146591	197,815088
30,053700	129,576909	186,741379
30,053800	129,530402	175,506108
30,053900	127,999827	164,295611
30,054000	125,001588	153,294334
30,054100	120,575021	142,681768
30,054200	114,781284	132,629553
30,054300	107,701863	123,298795
30,054400	99,436759	114,837655
30,054500	90,102380	107,379246
30,054600	79,829201	101,039861
30,054700	68,759248	95,917584
30,054800	57,043448	92,091268
30,054900	44,838926	89,619911
30,055000	32,306286	88,542419
30,055100	19,606940	88,877749
30,055200	6,900545	90,625415
30,055300	-5,657413	93,766329
30,055400	-17,917842	98,263948
30,055500	-29,740024	104,065690
30,055600	-40,993339	111,104574
30,055700	-51,558690	119,301036
30,055800	-61,329623	128,564886
30,055900	-70,213129	138,797328
30,056000	-78,130124	149,893028
30,056100	-85,015619	161,742152
30,056200	-90,818591	174,232341
30,056300	-95,501568	187,250578
30,056400	-99,039971	200,684906
30,056500	-101,421226	214,425964
30,056600	-102,643696	228,368310
30,056700	-102,715472	242,411516
30,056800	-101,653052	256,461011
30,056900	-99,479973	270,428676
30,057000	-96,225420	284,233175
30,057100	-91,922867	297,800047
30,057200	-86,608788	311,061555
30,057300	-80,321470	323,956325
30,057400	-73,099968	336,428790
30,057500	-64,983235	348,428481
30,057600	-56,009429	359,909186
30,057700	-46,215446	370,828026
30,057800	-35,636655	381,144480
30,057900	-24,306869	390,819409
30,058000	-12,258525	399,814103
30,058100	0,476924	408,089412
30,058200	13,868426	415,604983
30,058300	27,884578	422,318639
30,058400	42,492737	428,185934
30,058500	57,658018	433,159908
30,058600	73,342228	437,191055
30,058700	89,502767	440,227523
30,058800	106,091542	442,215551
30,058900	123,053928	443,100135
30,059000	140,327837	442,825923
30,059100	157,842912	441,338317
30,059200	175,519903	438,584766
30,059300	193,270245	434,516214
30,059400	210,995875	429,088672
30,059500	228,589317	422,264886
30,059600	245,934035	414,016035
30,059700	262,905084	404,323432
30,059800	279,370048	393,180183
30,059900	295,190271	380,592732
30,060000	310,222359	366,582273
30,060100	324,319944	351,185968
30,060200	337,335670	334,457925
30,060300	349,123380	316,469908
30,060400	359,540454	297,311742
30,060500	368,450262	277,091381
30,060600	375,724667	255,934621
30,060700	381,246546	233,984447
30,060800	384,912250	211,400015
30,060900	386,633970	188,355257
30,061000	386,341933	165,037137
30,061100	383,986388	141,643572
30,061200	379,539327	118,381052
30,061300	372,995887	95,461987
30,061400	364,375407	73,101838
30,061500	353,722093	51,516071
30,061600	341,105267	30,916996
30,061700	326,619189	11,510552
30,061800	310,382433	-6,506907
30,061900	292,536816	-22,951753
30,062000	273,245903	-37,656094
30,062100	252,693091	-50,470584
30,062200	231,079309	-61,266983
30,062300	208,620368	-69,940404
30,062400	185,544004	-76,411198
30,062500	162,086675	-80,626441
30,062600	138,490156	-82,560976
30,062700	114,998003	-82,218002
30,062800	91,851963	-79,629168
30,062900	69,288372	-74,854194
30,063000	47,534637	-67,979998
30,063100	26,805859	-59,119355
30,063200	7,301662	-48,409112
30,063300	-10,796712	-36,007987
30,063400	-27,328971	-22,093994
30,063500	-42,157979	-6,861555
30,063600	-55,171529	9,481665
30,063700	-66,283676	26,718115
30,063800	-75,435590	44,623852
30,063900	-82,595922	62,972103
30,064000	-87,760676	81,536819
30,064100	-90,952602	100,096153
30,064200	-92,220122	118,435794
30,064300	-91,635818	136,352090
30,064400	-89,294520	153,654904
30,064500	-85,311046	170,170147
30,064600	-79,817632	185,741939
30,064700	-72,961129	200,234371
30,064800	-64,900023	213,532830
30,064900	-55,801336	225,544875
30,065000	-45,837497	236,200662
30,065100	-35,183236	245,452906
30,065200	-24,012568	253,276415
30,065300	-12,495939	259,667206
