Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,580	40653,734	4,0	8,0	60,0	20,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	42115,100	4,0	8,0	78,0	38,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	40522,028	4,0	8,0	101,0	61,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	38105,661	4,0	8,0	132,0	92,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	37724,393	4,0	8,0	171,0	131,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	37898,980	4,0	8,0	223,0	183,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	36180,523	4,0	8,0	290,0	250,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	34290,508	4,0	8,0	376,0	336,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	30898,279	4,0	8,0	489,0	449,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	27007,641	4,0	8,0	636,0	596,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	21423,650	4,0	8,0	827,0	787,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	15226,233	4,0	8,0	1075,0	1035,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	9151,675	4,0	8,0	1398,0	1358,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	4853,695	4,0	8,0	1817,0	1777,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	1828,671	4,0	8,0	2362,0	2322,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	992,816	4,0	8,0	3071,0	3031,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	648,683	4,0	8,0	3992,0	3952,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	645,811	4,0	8,0	5190,0	5150,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	761,062	4,0	8,0	6747,0	6707,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	458,169	4,0	8,0	8772,0	8732,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	641,938	4,0	8,0	11403,0	11363,0	3000,0	30,0	1,0	0,0	37,0	53,0	11,0
