Frequency	30,700000	MHz
D1	4	us
D2	8	us
D3	200	us
D4	160	us
D0	400	ms
Ns	100	scans
PhC	1	1/0
N	10	SatPulses
Period	5500	us
tauRep	1	times
Ls	27	us
Rs	64	us

tau	Integral	MaxValue
1000,00	28025,522442	352,686823
1300,00	29606,588462	355,434557
1690,00	29456,795747	378,262394
2197,00	29178,802478	377,386947
2856,10	29267,578541	356,273494
3712,93	30051,590268	367,550850
4826,81	30485,365678	378,220621
6274,85	31648,379153	387,250295
8157,31	31554,937122	393,324802
10604,50	33868,601672	407,203296
13785,85	34255,703462	426,950995
17921,60	36749,915136	458,263702
23298,09	40162,461597	487,192395
30287,51	43850,169828	523,423687
39373,76	49236,511114	570,580499
51185,89	53422,448428	633,017924
66541,66	59200,798660	688,744146
86504,16	69167,906865	818,214953
112455,41	78716,393824	904,578766
146192,03	89094,804876	1002,433837
190049,64	99191,029557	1134,661050
247064,53	112510,731693	1277,160094
321183,89	124310,271375	1381,735520
417539,05	134997,857110	1518,209298
542800,77	143293,227146	1611,237845
705641,00	149049,209539	1679,901765
917333,30	151490,331521	1708,956231
1192533,29	153904,617100	1732,305420
1550293,28	154428,709148	1750,482173
2015381,26	154753,339113	1751,903262
2619995,64	154054,683190	1751,779283
3405994,34	154194,851738	1756,293331
