Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,580	41763,128	4,0	8,0	60,0	20,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	41429,980	4,0	8,0	84,0	44,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	38755,779	4,0	8,0	118,0	78,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	36949,807	4,0	8,0	165,0	125,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	36689,334	4,0	8,0	230,0	190,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	35015,084	4,0	8,0	323,0	283,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	32054,400	4,0	8,0	452,0	412,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	27786,410	4,0	8,0	632,0	592,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	21155,846	4,0	8,0	885,0	845,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	12612,760	4,0	8,0	1240,0	1200,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	5027,521	4,0	8,0	1736,0	1696,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	1214,388	4,0	8,0	2430,0	2390,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	515,151	4,0	8,0	3402,0	3362,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	689,899	4,0	8,0	4762,0	4722,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	321,270	4,0	8,0	6667,0	6627,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	395,742	4,0	8,0	9334,0	9294,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	378,668	4,0	8,0	13068,0	13028,0	5000,0	30,0	1,0	0,0	37,0	53,0	11,0
