Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,725	202439,230	4,0	8,0	60,0	20,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	199608,605	4,0	8,0	78,0	38,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	201139,425	4,0	8,0	101,0	61,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	197944,288	4,0	8,0	132,0	92,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	193039,698	4,0	8,0	171,0	131,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	190334,094	4,0	8,0	223,0	183,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	190898,625	4,0	8,0	290,0	250,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	183167,350	4,0	8,0	376,0	336,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	177768,968	4,0	8,0	489,0	449,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	167825,357	4,0	8,0	636,0	596,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	154249,669	4,0	8,0	827,0	787,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	142278,730	4,0	8,0	1075,0	1035,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	126415,173	4,0	8,0	1398,0	1358,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	107201,444	4,0	8,0	1817,0	1777,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	82944,478	4,0	8,0	2362,0	2322,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	63203,028	4,0	8,0	3071,0	3031,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	40755,722	4,0	8,0	3992,0	3952,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	23744,529	4,0	8,0	5190,0	5150,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	11959,490	4,0	8,0	6747,0	6707,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	5049,848	4,0	8,0	8772,0	8732,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	1613,680	4,0	8,0	11403,0	11363,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	693,170	4,0	8,0	14824,0	14784,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	1659,471	4,0	8,0	19271,0	19231,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	2490,147	4,0	8,0	25052,0	25012,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
30,725	2035,053	4,0	8,0	32568,0	32528,0	1000,0	100,0	1,0	0,0	20,0	80,0	10,3
