Frequency	30,580000	MHz
D1	4	us
D2	8	us
D3	200	us
D4	160	us
D0	200	ms
Ns	40	scans
PhC	1	1/0
N	10	SatPulses
Period	2000	us
tauRep	2	times
Ls	30	us
Rs	47	us

tau	Integral	MaxValue
10000,00	8000,865745	180,645658
13000,00	7996,122662	192,726050
16900,00	7457,661785	181,717986
21970,00	7351,723258	169,767007
28561,00	7566,433411	174,361330
37129,30	8105,813451	193,858508
48268,09	8241,157480	189,002511
62748,52	8606,730490	208,844504
81573,07	9758,192284	224,543897
106044,99	9884,540247	226,977260
137858,49	10130,415841	252,005596
179216,04	11634,949817	271,032718
232980,85	12160,843139	286,984995
302875,11	13856,139585	320,254404
393737,64	15528,959742	351,467693
511858,93	17352,383473	394,017559
665416,61	19669,624982	431,630943
865041,59	22564,720914	489,559413
1124554,07	25342,669298	555,070793
1461920,29	28240,877683	643,989881
1900496,38	32124,090221	705,199727
2470645,29	35537,797565	764,583729
3211838,88	39211,147751	842,298389
4175390,54	42651,989851	896,357996
5428007,70	45631,863376	949,243904
7056410,01	48518,299638	991,574241
9173333,02	50664,780534	1020,475174
11925332,93	52798,261784	1048,969769
15502932,80	54808,242746	1076,461315
20153812,64	55817,644668	1086,961333
26199956,44	56160,648176	1094,898046
34059943,37	56966,991595	1106,462961
44277926,38	56989,875427	1099,645574
57561304,29	56920,653604	1103,090447
74829695,58	57025,941127	1099,889543
97278604,25	57193,308102	1102,418699
126462185,53	57223,040688	1104,549020
164400841,19	57139,070588	1106,387468
213721093,54	44408,218270	883,356191
277837421,60	963,843031	29,158036
361188648,08	115,469283	3,385252
