Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,715	99870,888	4,0	8,0	60,0	20,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	104492,299	4,0	8,0	78,0	38,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	104298,140	4,0	8,0	101,0	61,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	101590,259	4,0	8,0	132,0	92,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	99828,802	4,0	8,0	171,0	131,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	99575,714	4,0	8,0	223,0	183,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	97398,234	4,0	8,0	290,0	250,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	94358,607	4,0	8,0	376,0	336,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	91087,470	4,0	8,0	489,0	449,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	88923,199	4,0	8,0	636,0	596,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	83216,917	4,0	8,0	827,0	787,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	75789,497	4,0	8,0	1075,0	1035,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	66744,652	4,0	8,0	1398,0	1358,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	56122,656	4,0	8,0	1817,0	1777,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	48035,709	4,0	8,0	2362,0	2322,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	34725,676	4,0	8,0	3071,0	3031,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	23495,581	4,0	8,0	3992,0	3952,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	12070,677	4,0	8,0	5190,0	5150,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	5513,251	4,0	8,0	6747,0	6707,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	1621,810	4,0	8,0	8772,0	8732,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	1520,065	4,0	8,0	11403,0	11363,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	567,492	4,0	8,0	14824,0	14784,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	1481,725	4,0	8,0	19271,0	19231,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
30,715	436,764	4,0	8,0	25052,0	25012,0	2000,0	30,0	1,0	0,0	20,0	80,0	10,3
