0,000000	-0,085653	-0,395918	0,405077
0,008000	-0,092978	-0,384870	0,395942
0,016000	-0,090414	-0,385420	0,395883
0,024000	-0,087118	-0,398237	0,407655
0,032000	-0,072408	-0,426009	0,432119
0,040000	-0,099448	-0,410262	0,422143
0,048000	-0,088217	-0,400068	0,409679
0,056000	-0,112083	-0,366986	0,383721
0,064000	-0,086569	-0,392256	0,401695
0,072000	-0,092917	-0,399702	0,410360
0,080000	-0,065145	-0,379621	0,385170
0,088000	-0,091940	-0,391340	0,401995
0,096000	-0,089987	-0,341961	0,353603
0,104000	-0,086752	-0,359784	0,370095
0,112000	-0,092490	-0,366132	0,377633
0,120000	-0,087729	-0,391462	0,401172
0,128000	-0,093649	-0,370343	0,382001
0,136000	-0,105857	-0,355023	0,370469
0,144000	-0,111350	-0,385725	0,401475
0,152000	-0,091330	-0,371320	0,382387
0,160000	-0,105246	-0,374921	0,389413
0,168000	-0,102133	-0,332989	0,348300
0,176000	-0,100974	-0,372968	0,386395
0,184000	-0,089560	-0,388288	0,398483
0,192000	-0,106528	-0,359662	0,375107
0,200000	-0,125694	-0,359723	0,381051
0,208000	-0,093100	-0,367719	0,379321
0,216000	-0,121482	-0,335186	0,356522
0,224000	-0,099692	-0,379255	0,392139
0,232000	-0,098837	-0,375410	0,388202
0,240000	-0,103415	-0,370710	0,384864
0,248000	-0,127769	-0,368207	0,389745
0,256000	-0,117271	-0,356793	0,375571
0,264000	-0,092368	-0,365277	0,376775
0,272000	-0,094260	-0,362897	0,374939
0,280000	-0,094748	-0,368695	0,380675
0,288000	-0,113547	-0,349469	0,367453
0,296000	-0,107627	-0,355817	0,371738
0,304000	-0,136436	-0,352765	0,378230
0,312000	-0,127281	-0,333843	0,357284
0,320000	-0,114524	-0,359967	0,377746
0,328000	-0,124168	-0,320049	0,343291
0,336000	-0,120017	-0,317241	0,339185
0,344000	-0,111350	-0,316570	0,335582
0,352000	-0,139732	-0,347455	0,374499
0,360000	-0,130821	-0,304057	0,331006
0,368000	-0,146935	-0,323467	0,355276
0,376000	-0,142113	-0,322735	0,352638
0,384000	-0,128746	-0,332439	0,356499
0,392000	-0,122032	-0,327251	0,349264
0,400000	-0,138451	-0,335186	0,362654
0,408000	-0,155907	-0,351788	0,384788
0,416000	-0,134727	-0,323528	0,350459
0,424000	-0,124473	-0,335735	0,358067
0,432000	-0,123191	-0,345379	0,366692
0,440000	-0,125205	-0,336895	0,359409
0,448000	-0,152672	-0,355511	0,386907
0,456000	-0,119651	-0,327373	0,348554
0,464000	-0,133323	-0,323101	0,349527
0,472000	-0,160729	-0,303325	0,343278
0,480000	-0,150597	-0,335064	0,367352
0,488000	-0,161706	-0,305339	0,345515
0,496000	-0,172692	-0,312786	0,357292
0,504000	-0,157311	-0,314067	0,351262
0,512000	-0,159508	-0,328533	0,365208
0,520000	-0,152855	-0,308452	0,344249
0,528000	-0,180078	-0,324383	0,371015
0,536000	-0,183740	-0,316143	0,365659
0,544000	-0,174645	-0,324444	0,368463
0,552000	-0,177575	-0,315532	0,362068
0,560000	-0,176232	-0,317058	0,362745
0,568000	-0,157067	-0,311138	0,348535
0,576000	-0,135521	-0,279093	0,310256
0,584000	-0,158898	-0,287028	0,328076
0,592000	-0,163964	-0,298015	0,340142
0,600000	-0,148766	-0,328411	0,360534
0,608000	-0,173974	-0,292521	0,340346
0,616000	-0,165124	-0,315105	0,355748
0,624000	-0,142662	-0,294169	0,326937
0,632000	-0,179162	-0,283244	0,335151
0,640000	-0,160424	-0,271036	0,314955
0,648000	-0,168237	-0,270670	0,318694
0,656000	-0,179223	-0,289408	0,340409
0,664000	-0,176293	-0,267496	0,320365
0,672000	-0,157067	-0,270731	0,312994
0,680000	-0,176660	-0,283244	0,333820
0,688000	-0,181909	-0,267618	0,323590
0,696000	-0,174829	-0,301555	0,348569
0,704000	-0,158959	-0,275126	0,317745
0,712000	-0,176843	-0,273356	0,325571
0,720000	-0,155968	-0,256204	0,299944
0,728000	-0,145409	-0,250711	0,289827
0,736000	-0,170556	-0,310832	0,354551
0,744000	-0,168237	-0,259378	0,309161
0,752000	-0,187158	-0,267069	0,326119
0,760000	-0,180078	-0,255777	0,312810
0,768000	-0,185510	-0,264994	0,323474
0,776000	-0,206080	-0,273539	0,342480
0,784000	-0,180139	-0,278849	0,331974
0,792000	-0,167748	-0,240518	0,293238
0,800000	-0,197473	-0,257059	0,324153
0,808000	-0,211146	-0,266031	0,339640
0,816000	-0,217127	-0,234353	0,319477
0,824000	-0,175439	-0,245523	0,301762
0,832000	-0,207239	-0,247903	0,323116
0,840000	-0,210108	-0,226784	0,309155
0,848000	-0,204493	-0,242288	0,317050
0,856000	-0,187952	-0,260172	0,320960
0,864000	-0,226039	-0,255655	0,341252
0,872000	-0,196924	-0,238626	0,309388
0,880000	-0,181970	-0,224404	0,288912
0,888000	-0,189905	-0,245523	0,310395
0,896000	-0,181115	-0,205971	0,274275
0,904000	-0,213892	-0,195900	0,290046
0,912000	-0,211085	-0,242715	0,321663
0,920000	-0,174707	-0,223366	0,283575
0,928000	-0,203699	-0,201637	0,286620
0,936000	-0,211817	-0,198341	0,290182
0,944000	-0,207361	-0,216469	0,299763
0,952000	-0,209070	-0,221047	0,304257
0,960000	-0,205225	-0,226662	0,305766
0,968000	-0,203577	-0,225319	0,303665
0,976000	-0,208155	-0,210182	0,295812
0,984000	-0,209253	-0,176307	0,273626
