Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,580	48578,423	4,0	8,0	60,0	20,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	50256,918	4,0	8,0	84,0	44,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	47494,242	4,0	8,0	118,0	78,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	46317,833	4,0	8,0	165,0	125,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	46204,702	4,0	8,0	230,0	190,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	44531,264	4,0	8,0	323,0	283,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	42106,134	4,0	8,0	452,0	412,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	37184,724	4,0	8,0	632,0	592,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	29175,066	4,0	8,0	885,0	845,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	18553,452	4,0	8,0	1240,0	1200,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	7545,523	4,0	8,0	1736,0	1696,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	1790,629	4,0	8,0	2430,0	2390,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	234,251	4,0	8,0	3402,0	3362,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	257,147	4,0	8,0	4762,0	4722,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	207,975	4,0	8,0	6667,0	6627,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	171,029	4,0	8,0	9334,0	9294,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	44,480	4,0	8,0	13068,0	13028,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	208,867	4,0	8,0	18295,0	18255,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	71,669	4,0	8,0	25613,0	25573,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	224,911	4,0	8,0	35858,0	35818,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	251,401	4,0	8,0	50201,0	50161,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	309,233	4,0	8,0	70281,0	70241,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	123,489	4,0	8,0	98394,0	98354,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	272,948	4,0	8,0	137751,0	137711,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	357,377	4,0	8,0	192852,0	192812,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	294,403	4,0	8,0	269993,0	269953,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	323,814	4,0	8,0	377990,0	377950,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,580	303,119	4,0	8,0	529186,0	529146,0	10000,0	30,0	1,0	0,0	37,0	53,0	11,0
30,726	198125,585	4,0	8,0	60,0	20,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	211516,311	4,0	8,0	84,0	44,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	214898,783	4,0	8,0	118,0	78,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	200196,893	4,0	8,0	165,0	125,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	195081,011	4,0	8,0	230,0	190,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	184508,367	4,0	8,0	323,0	283,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	175326,166	4,0	8,0	452,0	412,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	166574,458	4,0	8,0	632,0	592,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	152045,069	4,0	8,0	885,0	845,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	134795,271	4,0	8,0	1240,0	1200,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	111176,309	4,0	8,0	1736,0	1696,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	85428,664	4,0	8,0	2430,0	2390,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	52462,013	4,0	8,0	3402,0	3362,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	29999,944	4,0	8,0	4762,0	4722,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	11934,508	4,0	8,0	6667,0	6627,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	1950,247	4,0	8,0	9334,0	9294,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	1023,326	4,0	8,0	13068,0	13028,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
30,726	3654,297	4,0	8,0	18295,0	18255,0	1000,0	300,0	1,0	0,0	20,0	100,0	11,0
