Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,580	31688,611	4,0	8,0	60,0	20,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	32407,993	4,0	8,0	84,0	44,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	31121,936	4,0	8,0	118,0	78,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	30344,716	4,0	8,0	165,0	125,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	29822,555	4,0	8,0	230,0	190,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	28550,073	4,0	8,0	323,0	283,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	26107,689	4,0	8,0	452,0	412,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	23182,962	4,0	8,0	632,0	592,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	18926,499	4,0	8,0	885,0	845,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	13530,836	4,0	8,0	1240,0	1200,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	8341,568	4,0	8,0	1736,0	1696,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	4201,932	4,0	8,0	2430,0	2390,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	1667,656	4,0	8,0	3402,0	3362,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	728,859	4,0	8,0	4762,0	4722,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	523,204	4,0	8,0	6667,0	6627,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	516,639	4,0	8,0	9334,0	9294,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	491,376	4,0	8,0	13068,0	13028,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	459,919	4,0	8,0	18295,0	18255,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	317,673	4,0	8,0	25613,0	25573,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
