Frequency	value	D1	D2	D3	D4	D0	Ns	PhC	LPFilter	LS	RS	Tx	number
MHz     	a.u.	us	us	us	us	ms	scans	1 or 0	Hz	us	us	dB	  
													
													
30,580	31506,791	4,0	8,0	60,0	20,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	32065,798	4,0	8,0	84,0	44,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	30938,594	4,0	8,0	118,0	78,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	30254,060	4,0	8,0	165,0	125,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	29739,819	4,0	8,0	230,0	190,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	28393,675	4,0	8,0	323,0	283,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	25990,538	4,0	8,0	452,0	412,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	23072,421	4,0	8,0	632,0	592,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	18761,275	4,0	8,0	885,0	845,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	13441,041	4,0	8,0	1240,0	1200,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	8239,057	4,0	8,0	1736,0	1696,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	4131,659	4,0	8,0	2430,0	2390,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	1439,617	4,0	8,0	3402,0	3362,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	503,399	4,0	8,0	4762,0	4722,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	433,302	4,0	8,0	6667,0	6627,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	138,293	4,0	8,0	9334,0	9294,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	383,210	4,0	8,0	13068,0	13028,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	296,576	4,0	8,0	18295,0	18255,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
30,580	86,357	4,0	8,0	25613,0	25573,0	3000,0	20,0	1,0	0,0	37,0	53,0	10,3
