30,43010	515,18589
30,43020	516,37499
30,43030	517,29605
30,43040	517,84477
30,43050	517,92060
30,43060	517,42822
30,43070	516,27886
30,43080	514,39164
30,43090	511,69478
30,43100	508,12666
30,43110	503,63684
30,43120	498,18687
30,43130	491,75096
30,43140	484,31653
30,43150	475,88454
30,43160	466,46967
30,43170	456,10036
30,43180	444,81857
30,43190	432,67947
30,43200	419,75089
30,43210	406,11263
30,43220	391,85558
30,43230	377,08074
30,43240	361,89806
30,43250	346,42516
30,43260	330,78594
30,43270	315,10913
30,43280	299,52674
30,43290	284,17245
30,43300	269,17998
30,43310	254,68144
30,43320	240,80571
30,43330	227,67683
30,43340	215,41243
30,43350	204,12226
30,43360	193,90677
30,43370	184,85585
30,43380	177,04765
30,43390	170,54756
30,43400	165,40736
30,43410	161,66446
30,43420	159,34144
30,43430	158,44564
30,43440	158,96907
30,43450	160,88836
30,43460	164,16506
30,43470	168,74597
30,43480	174,56380
30,43490	181,53789
30,43500	189,57519
30,43510	198,57130
30,43520	208,41174
30,43530	218,97331
30,43540	230,12552
30,43550	241,73222
30,43560	253,65317
30,43570	265,74577
30,43580	277,86677
30,43590	289,87396
30,43600	301,62795
30,43610	312,99381
30,43620	323,84269
30,43630	334,05339
30,43640	343,51382
30,43650	352,12234
30,43660	359,78895
30,43670	366,43639
30,43680	372,00103
30,43690	376,43363
30,43700	379,69989
30,43710	381,78081
30,43720	382,67292
30,43730	382,38822
30,43740	380,95404
30,43750	378,41261
30,43760	374,82050
30,43770	370,24788
30,43780	364,77762
30,43790	358,50417
30,43800	351,53243
30,43810	343,97634
30,43820	335,95748
30,43830	327,60351
30,43840	319,04660
30,43850	310,42172
30,43860	301,86503
30,43870	293,51210
30,43880	285,49632
30,43890	277,94716
30,43900	270,98866
30,43910	264,73788
30,43920	259,30344
30,43930	254,78428
30,43940	251,26841
30,43950	248,83188
30,43960	247,53790
30,43970	247,43610
30,43980	248,56198
30,43990	250,93651
30,44000	254,56596
30,44010	259,44185
30,44020	265,54118
30,44030	272,82671
30,44040	281,24753
30,44050	290,73973
30,44060	301,22726
30,44070	312,62290
30,44080	324,82942
30,44090	337,74078
30,44100	351,24350
30,44110	365,21807
30,44120	379,54046
30,44130	394,08361
30,44140	408,71903
30,44150	423,31833
30,44160	437,75479
30,44170	451,90485
30,44180	465,64961
30,44190	478,87615
30,44200	491,47887
30,44210	503,36070
30,44220	514,43413
30,44230	524,62214
30,44240	533,85905
30,44250	542,09112
30,44260	549,27704
30,44270	555,38825
30,44280	560,40909
30,44290	564,33677
30,44300	567,18119
30,44310	568,96461
30,44320	569,72109
30,44330	569,49587
30,44340	568,34459
30,44350	566,33230
30,44360	563,53249
30,44370	560,02588
30,44380	555,89924
30,44390	551,24407
30,44400	546,15526
30,44410	540,72967
30,44420	535,06481
30,44430	529,25736
30,44440	523,40186
30,44450	517,58935
30,44460	511,90610
30,44470	506,43240
30,44480	501,24146
30,44490	496,39843
30,44500	491,95943
30,44510	487,97087
30,44520	484,46876
30,44530	481,47826
30,44540	479,01333
30,44550	477,07657
30,44560	475,65917
30,44570	474,74105
30,44580	474,29117
30,44590	474,26792
30,44600	474,61974
